model_harness,failure_mode,n_runs,n_evals,pass_n,pass_rate,pass_rate_wilson_low,pass_rate_wilson_high,mean_score,median_score,timeout_rate,oom_rate,median_duration_s,p90_duration_s,mean_duration_s,nonmissing_cost_n,mean_total_cost
anthropic_claude-opus-4-8_max_pi,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.5808922558922559,0.6306818181818181,0.0,0.0,1038.7450000000001,5200.982000000001,2026.3155555555559,0,
anthropic_claude-opus-4-8_max_pi,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,2,0.16666666666666666,0.04696414761482223,0.44803635738467273,0.652056277056277,0.5714285714285714,0.0,0.0,1006.2850000000001,2124.527,1289.1133333333337,0,
anthropic_claude-opus-4-8_max_pi,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,872.37,880.37,823.3233333333333,0,
anthropic_claude-opus-4-8_max_pi,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.7804713804713805,0.8,0.0,0.0,916.3,5869.134,2223.2333333333336,0,
anthropic_claude-opus-4-8_max_pi,normalization_representation.wrong_data_layer_or_preprocessing,15,5,6,0.4,0.19824228082594664,0.642535572434923,0.7166666666666667,0.8333333333333334,0.0,0.0,203.04,939.346,449.67466666666667,0,
anthropic_claude-opus-4-8_max_pi,other.unclassified_or_mixed,3,1,0,0.0,0.0,0.5615060804490177,0.75,0.75,0.0,0.0,1308.59,1411.182,1300.6233333333332,0,
anthropic_claude-opus-4-8_max_pi,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,3,0.5,0.18761280689940868,0.8123871931005913,0.9166666666666666,0.9166666666666667,0.0,0.0,529.64,877.37,554.85,0,
anthropic_claude-opus-4-8_max_pi,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,6,0.5,0.2537781703934222,0.7462218296065778,0.7234848484848485,0.75,0.0,0.0,383.12,2124.527,877.9875000000002,0,
anthropic_claude-opus-4-8_max_pi,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,872.37,880.37,823.3233333333333,0,
anthropic_claude-opus-4-8_max_pi,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,8,0.4444444444444444,0.24559231101389126,0.6628393057174837,0.7863756613756614,0.8571428571428571,0.0,0.0,602.155,7567.616000000004,2075.1944444444443,0,
anthropic_claude-opus-4-8_max_pi,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,3,1.0,0.43849391955098227,1.0,1.0,1.0,0.0,0.0,527.08,547.1840000000001,510.45000000000005,0,
anthropic_claude-opus-4-8_max_pi,subset_scope_compartment.wrong_sample_roi_condition_or_timepoint,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.25,0.0,0.0,1276.22,1396.7,1222.8333333333333,0,
anthropic_claude-opus-4-8_max_pi,threshold_resolution_instability.threshold_resolution_topk_or_significance_instability,27,9,11,0.4074074074074074,0.24514513372857344,0.5927361694463591,0.7179493346160013,0.75,0.0,0.0,977.33,3751.520000000004,1484.772592592593,0,
anthropic_claude-sonnet-4-6_pi,ambiguity_definition.under_specified_dataset_task_entity_or_output,3,1,0,0.0,0.0,0.5615060804490177,0.4583333333333333,0.5,0.0,0.0,1040.43,1615.6380000000001,1269.8633333333335,3,1.0414276999999998
anthropic_claude-sonnet-4-6_pi,biological_interpretation.prior_driven_or_overclaimed_biological_interpretation,24,8,10,0.4166666666666667,0.24467347246538232,0.6116566235061137,0.7134063852813853,0.8571428571428571,0.0,0.0,714.7049999999999,10420.673999999997,3256.8954166666667,24,2.19147875
anthropic_claude-sonnet-4-6_pi,biological_interpretation.sign_direction_temporal_or_trajectory_orientation_error,6,2,0,0.0,0.0,0.3903430336530645,0.5833333333333334,0.5,0.0,0.0,228.57999999999998,380.15,231.58666666666667,6,0.24612905
anthropic_claude-sonnet-4-6_pi,biological_interpretation.state_identity_program_or_function_conflation,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.5425925925925925,0.3333333333333333,0.0,0.0,396.06,1115.44,575.2977777777778,9,0.42790513333333335
anthropic_claude-sonnet-4-6_pi,metric_statistic_mismatch.mechanical_depth_detection_or_sample_size_confound,6,2,5,0.8333333333333334,0.43649056343635395,0.9699474141282697,0.9791666666666666,1.0,0.0,0.0,6078.2300000000005,17969.675,8037.818333333334,6,4.0508376
anthropic_claude-sonnet-4-6_pi,metric_statistic_mismatch.null_background_or_control_calibration_error,12,4,6,0.5,0.2537781703934222,0.7462218296065778,0.7698412698412699,0.9285714285714286,0.0,0.0,540.145,872.9920000000001,640.3358333333333,12,0.655729575
anthropic_claude-sonnet-4-6_pi,metric_statistic_mismatch.pathway_program_or_score_method_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.5601851851851852,0.5,0.0,0.0,1009.72,1563.3120000000001,938.7433333333333,9,0.8519837166666667
anthropic_claude-sonnet-4-6_pi,metric_statistic_mismatch.wrong_metric_summary_rank_or_association,42,14,15,0.35714285714285715,0.22988992501626865,0.5083391071292063,0.6700474129045558,0.6666666666666666,0.0,0.0,540.145,5139.794999999999,2113.5745238095233,42,1.3963115535714288
anthropic_claude-sonnet-4-6_pi,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.49793771043771046,0.5166666666666666,0.0,0.0,826.405,4718.967000000001,1791.0561111111112,18,1.1009542416666667
anthropic_claude-sonnet-4-6_pi,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,1,0.08333333333333333,0.014864709450773478,0.35388592179859524,0.6006493506493507,0.5584415584415584,0.0,0.0,578.215,2749.0110000000004,1244.4641666666669,12,0.8788232375000001
anthropic_claude-sonnet-4-6_pi,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.6666666666666666,0.8333333333333334,0.0,0.0,345.13,401.16200000000003,368.1466666666667,3,0.35983539999999997
anthropic_claude-sonnet-4-6_pi,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.6612794612794612,0.5454545454545454,0.0,0.0,396.06,5480.81,1909.3544444444442,9,1.4402813166666668
anthropic_claude-sonnet-4-6_pi,normalization_representation.wrong_data_layer_or_preprocessing,15,5,6,0.4,0.19824228082594664,0.642535572434923,0.7,0.8333333333333334,0.0,0.0,194.03,403.954,224.53533333333334,15,0.29267941999999997
anthropic_claude-sonnet-4-6_pi,other.unclassified_or_mixed,3,1,0,0.0,0.0,0.5615060804490177,0.75,0.75,0.0,0.0,573.28,727.752,584.92,3,0.6067601
anthropic_claude-sonnet-4-6_pi,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,3,0.5,0.18761280689940868,0.8123871931005913,0.8333333333333334,0.9166666666666667,0.0,0.0,266.085,380.15,268.7633333333333,6,0.33068985
anthropic_claude-sonnet-4-6_pi,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,6,0.5,0.2537781703934222,0.7462218296065778,0.7613636363636364,0.7727272727272727,0.0,0.0,249.095,2732.6090000000004,929.4408333333336,12,0.4187592500000001
anthropic_claude-sonnet-4-6_pi,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.6666666666666666,0.8333333333333334,0.0,0.0,345.13,401.16200000000003,368.1466666666667,3,0.35983539999999997
anthropic_claude-sonnet-4-6_pi,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,8,0.4444444444444444,0.24559231101389126,0.6628393057174837,0.8025793650793651,0.8660714285714286,0.0,0.0,387.6,13707.690000000004,2936.7977777777774,18,1.687990925
anthropic_claude-sonnet-4-6_pi,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,3,1.0,0.43849391955098227,1.0,1.0,1.0,0.0,0.0,388.07,402.526,377.8066666666667,3,0.44937770000000005
anthropic_claude-sonnet-4-6_pi,subset_scope_compartment.wrong_sample_roi_condition_or_timepoint,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.25,0.0,0.0,977.33,1529.7700000000002,1188.78,3,0.6991243500000001
anthropic_claude-sonnet-4-6_pi,threshold_resolution_instability.threshold_resolution_topk_or_significance_instability,27,9,10,0.37037037037037035,0.21532287067936856,0.5577109537655369,0.6600008016674683,0.5454545454545454,0.0,0.0,406.14,4084.5300000000016,1282.141851851852,27,0.8699498
fireworks_accounts_fireworks_models_kimi-k2p6_pi,ambiguity_definition.under_specified_dataset_task_entity_or_output,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.25,0.0,0.0,3258.51,3672.3900000000003,3067.0933333333337,3,1.46456474
fireworks_accounts_fireworks_models_kimi-k2p6_pi,biological_interpretation.prior_driven_or_overclaimed_biological_interpretation,24,8,6,0.25,0.1199920347934233,0.4489982531210644,0.579455266955267,0.6666666666666666,0.0,0.0,1609.155,6070.605,2933.8662499999996,24,0.9378320816666665
fireworks_accounts_fireworks_models_kimi-k2p6_pi,biological_interpretation.sign_direction_temporal_or_trajectory_orientation_error,6,2,0,0.0,0.0,0.3903430336530645,0.3888888888888889,0.41666666666666663,0.0,0.0,374.08500000000004,1583.4850000000001,695.3833333333333,6,0.34881101499999995
fireworks_accounts_fireworks_models_kimi-k2p6_pi,biological_interpretation.state_identity_program_or_function_conflation,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.4074074074074074,0.3333333333333333,0.0,0.0,1197.18,3053.326,1485.1288888888887,9,1.0333000866666664
fireworks_accounts_fireworks_models_kimi-k2p6_pi,metric_statistic_mismatch.mechanical_depth_detection_or_sample_size_confound,6,2,4,0.6666666666666666,0.29998832134152864,0.9032306674407831,0.861111111111111,1.0,0.0,0.0,3278.26,13548.21,5687.344999999998,6,0.6118160249999999
fireworks_accounts_fireworks_models_kimi-k2p6_pi,metric_statistic_mismatch.null_background_or_control_calibration_error,12,4,2,0.16666666666666666,0.04696414761482223,0.44803635738467273,0.5837301587301587,0.8166666666666667,0.0,0.0,1194.67,2872.6369999999997,1609.8083333333334,12,0.7600378458333332
fireworks_accounts_fireworks_models_kimi-k2p6_pi,metric_statistic_mismatch.pathway_program_or_score_method_mismatch,9,3,2,0.2222222222222222,0.06322376231222723,0.5474166563271946,0.5092592592592592,0.3333333333333333,0.0,0.0,1005.2,3361.9800000000005,1564.126666666667,9,0.8557424688888887
fireworks_accounts_fireworks_models_kimi-k2p6_pi,metric_statistic_mismatch.wrong_metric_summary_rank_or_association,42,14,7,0.16666666666666666,0.08315811295836502,0.30604296204774295,0.422075345289631,0.35416666666666663,0.0,0.0,2145.63,4794.065999999998,2456.5980952380955,42,0.9734511297619047
fireworks_accounts_fireworks_models_kimi-k2p6_pi,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.2704124579124579,0.3333333333333333,0.0,0.0,2383.01,4115.262000000001,2453.8116666666665,18,1.1605406466666666
fireworks_accounts_fireworks_models_kimi-k2p6_pi,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,0,0.0,0.0,0.2425007574992425,0.3255772005772005,0.3484848484848485,0.0,0.0,1850.27,3028.255,1973.2266666666665,12,0.9020962466666665
fireworks_accounts_fireworks_models_kimi-k2p6_pi,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.3888888888888889,0.3333333333333333,0.0,0.0,517.11,2223.3100000000004,1200.3633333333335,3,0.59781983
fireworks_accounts_fireworks_models_kimi-k2p6_pi,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.4579124579124579,0.3333333333333333,0.0,0.0,1197.18,5152.586,2061.7455555555557,9,1.0407766044444444
fireworks_accounts_fireworks_models_kimi-k2p6_pi,normalization_representation.wrong_data_layer_or_preprocessing,15,5,5,0.3333333333333333,0.15176100694691236,0.5828687484878701,0.5472222222222223,0.5,0.0,0.0,324.1,2625.364,830.2026666666666,15,0.5309989079999998
fireworks_accounts_fireworks_models_kimi-k2p6_pi,other.unclassified_or_mixed,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.0,0.0,0.0,3220.27,3907.0299999999997,2922.4266666666663,3,1.2596327033333334
fireworks_accounts_fireworks_models_kimi-k2p6_pi,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,1,0.16666666666666666,0.03005258587173032,0.563509436563646,0.5833333333333334,0.6666666666666666,0.0,0.0,502.11,3622.4800000000005,1527.0616666666667,6,0.5515263466666668
fireworks_accounts_fireworks_models_kimi-k2p6_pi,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,3,0.25,0.08894003962896138,0.53231033912066,0.6017676767676768,0.5454545454545454,0.0,0.0,857.12,2739.5640000000003,1122.6125,12,0.3564776066666666
fireworks_accounts_fireworks_models_kimi-k2p6_pi,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.3888888888888889,0.3333333333333333,0.0,0.0,517.11,2223.3100000000004,1200.3633333333335,3,0.59781983
fireworks_accounts_fireworks_models_kimi-k2p6_pi,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,6,0.3333333333333333,0.1627855436366286,0.5625093065574964,0.7192460317460317,0.8452380952380952,0.0,0.0,711.21,7557.137000000004,2548.0233333333326,18,0.6634972338888889
fireworks_accounts_fireworks_models_kimi-k2p6_pi,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,0.9444444444444445,1.0,0.0,0.0,695.11,844.742,603.1,3,0.42100075
fireworks_accounts_fireworks_models_kimi-k2p6_pi,subset_scope_compartment.wrong_sample_roi_condition_or_timepoint,3,1,0,0.0,0.0,0.5615060804490177,0.0,0.0,0.0,0.0,2998.54,3217.6839999999997,2910.7899999999995,3,1.7730022733333335
fireworks_accounts_fireworks_models_kimi-k2p6_pi,threshold_resolution_instability.threshold_resolution_topk_or_significance_instability,27,9,6,0.2222222222222222,0.10607095489408958,0.4075729546307081,0.4659892576559243,0.42857142857142855,0.0,0.0,1576.19,4103.556000000002,2007.7811111111112,27,0.9813913603703703
gemini_gemini-3.1-pro-preview_pi,ambiguity_definition.under_specified_dataset_task_entity_or_output,3,1,0,0.0,0.0,0.5615060804490177,0.5,0.5,0.0,0.0,2162.81,3221.5460000000003,2351.5433333333335,3,1.3200390666666668
gemini_gemini-3.1-pro-preview_pi,biological_interpretation.prior_driven_or_overclaimed_biological_interpretation,24,8,6,0.25,0.1199920347934233,0.4489982531210644,0.7197420634920636,0.8257575757575758,0.0,0.0,1308.8000000000002,7362.8589999999995,2770.4,24,1.21450685
gemini_gemini-3.1-pro-preview_pi,biological_interpretation.sign_direction_temporal_or_trajectory_orientation_error,6,2,0,0.0,0.0,0.3903430336530645,0.6666666666666666,0.6666666666666667,0.0,0.0,368.555,763.29,407.9533333333334,6,0.5108488333333333
gemini_gemini-3.1-pro-preview_pi,biological_interpretation.state_identity_program_or_function_conflation,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.5722222222222223,0.4666666666666667,0.0,0.0,716.37,1241.5220000000002,725.2688888888889,9,0.5725020444444444
gemini_gemini-3.1-pro-preview_pi,metric_statistic_mismatch.mechanical_depth_detection_or_sample_size_confound,6,2,3,0.5,0.18761280689940868,0.8123871931005913,0.763888888888889,0.8125,0.0,0.0,4295.985000000001,11704.24,5380.78,6,0.9695935666666667
gemini_gemini-3.1-pro-preview_pi,metric_statistic_mismatch.null_background_or_control_calibration_error,12,4,2,0.16666666666666666,0.04696414761482223,0.44803635738467273,0.7670634920634921,0.8333333333333334,0.0,0.0,855.735,1165.9460000000001,858.2275,12,0.8773571166666668
gemini_gemini-3.1-pro-preview_pi,metric_statistic_mismatch.pathway_program_or_score_method_mismatch,9,3,0,0.0,0.0,0.2991527535509594,0.6666666666666666,0.6666666666666666,0.0,0.0,1405.59,2980.8940000000002,1836.6599999999999,9,1.1148234
gemini_gemini-3.1-pro-preview_pi,metric_statistic_mismatch.wrong_metric_summary_rank_or_association,42,14,16,0.38095238095238093,0.24999520898785943,0.5318623178000363,0.6881519274376416,0.7636363636363637,0.0,0.0,911.71,5046.406999999997,2009.715952380952,42,0.9707226571428571
gemini_gemini-3.1-pro-preview_pi,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.5335858585858586,0.48333333333333334,0.0,0.0,1821.775,4006.2890000000016,2116.8622222222225,18,1.608960877777778
gemini_gemini-3.1-pro-preview_pi,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,0,0.0,0.0,0.2425007574992425,0.5795454545454546,0.5584415584415584,0.0,0.0,1066.28,2353.734,1255.4733333333331,12,1.2438674999999997
gemini_gemini-3.1-pro-preview_pi,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,612.29,853.89,672.2199999999999,3,0.8996336666666668
gemini_gemini-3.1-pro-preview_pi,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.7111111111111111,0.7272727272727273,0.0,0.0,716.37,5476.884,1905.9433333333332,9,1.4381567555555554
gemini_gemini-3.1-pro-preview_pi,normalization_representation.wrong_data_layer_or_preprocessing,15,5,5,0.3333333333333333,0.15176100694691236,0.5828687484878701,0.6722222222222223,0.8333333333333334,0.0,0.0,612.29,1306.8219999999997,687.6773333333335,15,0.54162308
gemini_gemini-3.1-pro-preview_pi,other.unclassified_or_mixed,3,1,0,0.0,0.0,0.5615060804490177,0.5,0.5,0.0,0.0,1316.58,1859.74,1344.1266666666666,3,1.5736080000000003
gemini_gemini-3.1-pro-preview_pi,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,0.8611111111111112,0.8333333333333334,0.0,0.0,564.685,1961.86,999.2066666666666,6,0.7350072666666668
gemini_gemini-3.1-pro-preview_pi,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,5,0.4166666666666667,0.19325746190524654,0.6804926643446272,0.7295454545454545,0.6727272727272727,0.0,0.0,476.59999999999997,2353.734,935.1350000000001,12,0.8884178666666668
gemini_gemini-3.1-pro-preview_pi,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,612.29,853.89,672.2199999999999,3,0.8996336666666668
gemini_gemini-3.1-pro-preview_pi,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,6,0.3333333333333333,0.1627855436366286,0.5625093065574964,0.7447089947089948,0.8452380952380952,0.0,0.0,868.4200000000001,7891.696000000001,2403.177222222222,18,0.7637165555555555
gemini_gemini-3.1-pro-preview_pi,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,1026.29,1042.978,946.57,3,0.7676932666666666
gemini_gemini-3.1-pro-preview_pi,subset_scope_compartment.wrong_sample_roi_condition_or_timepoint,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.25,0.0,0.0,1073.4,1745.8880000000001,1322.7866666666669,3,0.8140736666666667
gemini_gemini-3.1-pro-preview_pi,threshold_resolution_instability.threshold_resolution_topk_or_significance_instability,27,9,5,0.18518518518518517,0.0818058657428532,0.36699056505191746,0.6132194965528299,0.5,0.0,0.0,1026.29,3200.150000000001,1654.7677777777778,27,1.2115690444444442
gemini_gemini-3.5-flash_pi,ambiguity_definition.under_specified_dataset_task_entity_or_output,3,1,0,0.0,0.0,0.5615060804490177,0.5,0.5,0.0,0.0,1195.62,1197.9879999999998,1111.5833333333333,3,2.9284451500000004
gemini_gemini-3.5-flash_pi,biological_interpretation.prior_driven_or_overclaimed_biological_interpretation,24,8,9,0.375,0.21159133433631458,0.5729038096209293,0.783662518037518,0.8571428571428571,0.0,0.0,1102.79,6427.875999999998,2851.2045833333336,24,2.765080175
gemini_gemini-3.5-flash_pi,biological_interpretation.sign_direction_temporal_or_trajectory_orientation_error,6,2,0,0.0,0.0,0.3903430336530645,0.6666666666666666,0.6666666666666667,0.0,0.0,400.25,594.23,389.6966666666667,6,1.0219855
gemini_gemini-3.5-flash_pi,biological_interpretation.state_identity_program_or_function_conflation,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.5944444444444444,0.5333333333333333,0.0,0.0,821.17,2074.058,1064.5866666666666,9,2.5954503666666664
gemini_gemini-3.5-flash_pi,metric_statistic_mismatch.mechanical_depth_detection_or_sample_size_confound,6,2,3,0.5,0.18761280689940868,0.8123871931005913,0.8125,0.8125,0.0,0.0,3745.045,15581.994999999999,6505.526666666666,6,3.2411993500000005
gemini_gemini-3.5-flash_pi,metric_statistic_mismatch.null_background_or_control_calibration_error,12,4,2,0.16666666666666666,0.04696414761482223,0.44803635738467273,0.7059523809523808,0.8166666666666667,0.0,0.0,943.315,1570.483,958.9416666666666,12,1.7234472375000003
gemini_gemini-3.5-flash_pi,metric_statistic_mismatch.pathway_program_or_score_method_mismatch,9,3,2,0.2222222222222222,0.06322376231222723,0.5474166563271946,0.6666666666666665,0.6666666666666666,0.0,0.0,1063.15,1341.294,1090.558888888889,9,2.0974143
gemini_gemini-3.5-flash_pi,metric_statistic_mismatch.wrong_metric_summary_rank_or_association,42,14,10,0.23809523809523808,0.13480820811018188,0.38527835082318873,0.6643604411461554,0.6515151515151515,0.0,0.0,943.9649999999999,4049.5059999999994,1986.9357142857143,42,2.573635907142857
gemini_gemini-3.5-flash_pi,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.5497474747474747,0.5393939393939393,0.0,0.0,1258.9299999999998,3926.6020000000003,1879.1722222222222,18,2.8351933999999996
gemini_gemini-3.5-flash_pi,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,1,0.08333333333333333,0.014864709450773478,0.35388592179859524,0.6780303030303031,0.5714285714285714,0.0,0.0,1147.8400000000001,3051.049,1528.9391666666668,12,2.1971311124999997
gemini_gemini-3.5-flash_pi,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,574.14,606.284,581.5933333333334,3,1.4483792
gemini_gemini-3.5-flash_pi,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.7232323232323233,0.6363636363636364,0.0,0.0,821.17,4187.776,1769.221111111111,9,2.867434766666666
gemini_gemini-3.5-flash_pi,normalization_representation.wrong_data_layer_or_preprocessing,15,5,6,0.4,0.19824228082594664,0.642535572434923,0.7166666666666667,0.8333333333333334,0.0,0.0,304.09,1214.484,514.8946666666667,15,1.17180723
gemini_gemini-3.5-flash_pi,other.unclassified_or_mixed,3,1,0,0.0,0.0,0.5615060804490177,0.5,0.5,0.0,0.0,1645.34,2114.796,1578.9899999999998,3,2.44829595
gemini_gemini-3.5-flash_pi,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,0.8214285714285715,0.8333333333333334,0.0,0.0,565.23,1986.5800000000002,931.6283333333334,6,1.6524147999999999
gemini_gemini-3.5-flash_pi,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,3,0.25,0.08894003962896138,0.53231033912066,0.7113636363636363,0.6727272727272727,0.0,0.0,554.3100000000001,3051.049,1058.6125000000002,12,1.1612036625000002
gemini_gemini-3.5-flash_pi,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,574.14,606.284,581.5933333333334,3,1.4483792
gemini_gemini-3.5-flash_pi,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,5,0.2777777777777778,0.12499569146355474,0.5087307754619452,0.7238756613756614,0.75,0.0,0.0,801.7,9117.259000000005,2713.012222222222,18,2.0043572000000003
gemini_gemini-3.5-flash_pi,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,0.9444444444444445,1.0,0.0,0.0,1063.15,1560.878,1248.8700000000001,3,1.29267005
gemini_gemini-3.5-flash_pi,subset_scope_compartment.wrong_sample_roi_condition_or_timepoint,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.25,0.0,0.0,1850.72,2744.072,2084.116666666667,3,4.662633949999999
gemini_gemini-3.5-flash_pi,threshold_resolution_instability.threshold_resolution_topk_or_significance_instability,27,9,8,0.2962962962962963,0.15852853317647564,0.4848103338083759,0.6645582812249479,0.5454545454545454,0.0,0.0,1195.62,3561.3640000000014,1627.6085185185188,27,2.4568565833333333
gpt-5.4_openai-codex,ambiguity_definition.under_specified_dataset_task_entity_or_output,3,1,0,0.0,0.0,0.5615060804490177,0.375,0.375,0.0,0.0,1321.49,1680.058,1408.2666666666667,0,
gpt-5.4_openai-codex,biological_interpretation.prior_driven_or_overclaimed_biological_interpretation,24,8,9,0.375,0.21159133433631458,0.5729038096209293,0.7852858946608947,0.8571428571428571,0.0,0.0,949.8,7421.788999999999,2495.9325,0,
gpt-5.4_openai-codex,biological_interpretation.sign_direction_temporal_or_trajectory_orientation_error,6,2,0,0.0,0.0,0.3903430336530645,0.5277777777777778,0.5,0.0,0.0,565.61,3151.745,1274.1366666666668,0,
gpt-5.4_openai-codex,biological_interpretation.state_identity_program_or_function_conflation,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.587037037037037,0.4666666666666667,0.0,0.0,1107.17,2997.2200000000003,1297.402222222222,0,
gpt-5.4_openai-codex,metric_statistic_mismatch.mechanical_depth_detection_or_sample_size_confound,6,2,4,0.6666666666666666,0.29998832134152864,0.9032306674407831,0.8958333333333334,1.0,0.0,0.0,4225.945000000001,11677.47,5346.1449999999995,0,
gpt-5.4_openai-codex,metric_statistic_mismatch.null_background_or_control_calibration_error,12,4,2,0.16666666666666666,0.04696414761482223,0.44803635738467273,0.7337301587301587,0.8166666666666667,0.0,0.0,999.79,1908.208,1491.6933333333334,0,
gpt-5.4_openai-codex,metric_statistic_mismatch.pathway_program_or_score_method_mismatch,9,3,2,0.2222222222222222,0.06322376231222723,0.5474166563271946,0.662037037037037,0.6666666666666666,0.0,0.0,1133.61,1411.132,1083.611111111111,0,
gpt-5.4_openai-codex,metric_statistic_mismatch.wrong_metric_summary_rank_or_association,42,14,15,0.35714285714285715,0.22988992501626865,0.5083391071292063,0.674613481756339,0.775,0.0,0.0,987.73,4730.825999999999,1976.4940476190477,0,
gpt-5.4_openai-codex,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.47891414141414146,0.48333333333333334,0.0,0.0,1472.395,4090.8580000000006,2027.4983333333334,0,
gpt-5.4_openai-codex,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,1,0.08333333333333333,0.014864709450773478,0.35388592179859524,0.5815295815295815,0.5584415584415584,0.0,0.0,1122.835,2487.6389999999997,1565.4691666666668,0,
