model_harness,model,harness,eval_name,round,field,field_score,field_passed,kit,assay_type,task_family,time_horizon,source_prefix
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012b_bivalent_h3k9me3_exclusivity,r3,n_k9me3_peaks,0.0,False,cuttag_cutrun,cuttag_cutrun,clustering,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r1,functional_interpretation_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r1,log2_enrichment_ratio,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r1,n_bivalent_genes,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r1,n_bivalent_tf,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r1,n_k4only_genes,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r1,n_k4only_tf,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r2,functional_interpretation_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r2,log2_enrichment_ratio,0.0,False,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r2,n_bivalent_genes,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r2,n_bivalent_tf,0.0,False,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r2,n_k4only_genes,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r2,n_k4only_tf,0.0,False,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r3,functional_interpretation_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r3,log2_enrichment_ratio,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r3,n_bivalent_genes,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r3,n_bivalent_tf,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r3,n_k4only_genes,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012d_bivalent_tf_enrichment,r3,n_k4only_tf,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r1,background_effect_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r1,frac_bivalent_silent,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r1,frac_developmental_terms,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r1,n_bivalent_genes,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r1,n_enriched_BP_terms,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r1,top_enriched_category_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r2,background_effect_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r2,frac_bivalent_silent,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r2,frac_developmental_terms,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r2,n_bivalent_genes,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r2,n_enriched_BP_terms,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r2,top_enriched_category_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r3,background_effect_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r3,frac_bivalent_silent,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r3,frac_developmental_terms,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r3,n_bivalent_genes,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r3,n_enriched_BP_terms,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_012e_bivalent_go_enrichment,r3,top_enriched_category_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r1,bigwig_size_bytes,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r1,covered_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r1,max_cpm,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r1,n_intervals,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r1,signal_to_noise,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r1,summit_cpm,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r1,summit_position,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r1,visualization_method_code,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r2,bigwig_size_bytes,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r2,covered_fraction,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r2,max_cpm,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r2,n_intervals,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r2,signal_to_noise,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r2,summit_cpm,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r2,summit_position,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r2,visualization_method_code,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r3,bigwig_size_bytes,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r3,covered_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r3,max_cpm,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r3,n_intervals,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r3,signal_to_noise,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r3,summit_cpm,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r3,summit_position,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_013a_visualization_track_generation,r3,visualization_method_code,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r1,depth_ratio,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r1,frip_24hpf,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r1,frip_6hpf,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r1,n_peaks_24hpf,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r1,n_peaks_6hpf,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r1,normalization_strategy_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r1,signal_correlation_10kb,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r2,depth_ratio,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r2,frip_24hpf,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r2,frip_6hpf,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r2,n_peaks_24hpf,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r2,n_peaks_6hpf,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r2,normalization_strategy_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r2,signal_correlation_10kb,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r3,depth_ratio,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r3,frip_24hpf,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r3,frip_6hpf,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r3,n_peaks_24hpf,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r3,n_peaks_6hpf,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r3,normalization_strategy_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014a_h2az_developmental_comparison,r3,signal_correlation_10kb,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r1,bimodality_interpretation_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r1,dinuc_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r1,modal_fragment_size,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r1,mononuc_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r1,subnuc_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r1,subnuc_peak_position,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r2,bimodality_interpretation_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r2,dinuc_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r2,modal_fragment_size,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r2,mononuc_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r2,subnuc_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r2,subnuc_peak_position,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r3,bimodality_interpretation_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r3,dinuc_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r3,modal_fragment_size,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r3,mononuc_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r3,subnuc_fraction,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014b_tn5_fragment_signature,r3,subnuc_peak_position,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r1,frac_at_promoters,0.0,False,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r1,median_promoter_peak_width,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r1,n_peaks_genebody,0.0,False,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r1,n_peaks_intergenic,0.0,False,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r1,n_peaks_promoter,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r1,n_peaks_total,0.0,False,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r1,promoter_enrichment_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r2,frac_at_promoters,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r2,median_promoter_peak_width,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r2,n_peaks_genebody,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r2,n_peaks_intergenic,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r2,n_peaks_promoter,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r2,n_peaks_total,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r2,promoter_enrichment_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r3,frac_at_promoters,0.0,False,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r3,median_promoter_peak_width,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r3,n_peaks_genebody,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r3,n_peaks_intergenic,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r3,n_peaks_promoter,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r3,n_peaks_total,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014c_h2az_genomic_distribution,r3,promoter_enrichment_code,1.0,True,cuttag_cutrun,cuttag_cutrun,differential_expression,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014d_cutandtag_sample_statistics,r1,depth_disparity_code,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014d_cutandtag_sample_statistics,r1,depth_ratio,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014d_cutandtag_sample_statistics,r1,duprate_ratio_24_vs_6,1.0,True,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
anthropic_claude-opus-4-6_claude-code,anthropic/claude-opus-4-6,claude-code,zebrafish_014d_cutandtag_sample_statistics,r1,subnuc_ratio_6hpf_over_24hpf,0.0,False,cuttag_cutrun,cuttag_cutrun,qc,small,zebrafish
